Date,Open,High,Low,Close,Change,Traded Volume,Turnover,Last Price of the Day,Daily Traded Units,Daily Turnover
2008-08-31,7.08,7.08,6.96,6.98,,50561.0,,,,352916.0
2008-07-31,7.14,7.14,6.9,7.07,,70787.0,,,,500464.0
2008-06-30,7.5,7.5,6.98,7.25,,96408.0,,,,698958.0
2008-05-31,8.22,8.3,8.1,8.3,,74249.0,,,,616267.0
2008-04-30,8.94,9.34,8.871,9.2,,258001.0,,,,2370000.0
2008-03-31,8.01,8.09,7.98,8.05,,40142.0,,,,323143.0
2008-02-29,8.34,8.34,8.1,8.15,,64711.0,,,,527395.0
2008-01-31,7.76,7.76,7.591,7.7,,145781.0,,,,1120000.0
2007-12-31,8.48,8.48,8.3,8.36,,0.0,,,,0.0
2007-11-30,8.4,8.5,8.4,8.5,,152514.0,,,,1300000.0
2007-10-31,9.78,9.93,9.691,9.9,,179059.0,,,,1770000.0
2007-09-30,8.62,8.74,8.46,8.74,,184647.0,,,,1610000.0
2007-08-31,8.4,8.5,8.4,8.46,,139552.0,,,,1180000.0
2007-07-31,9.47,9.85,9.47,9.85,,85552.0,,,,842687.0
2007-06-30,10.26,10.33,10.1,10.18,,75151.0,,,,765037.0
2007-05-31,11.01,11.01,10.62,10.7,,279755.0,,,,2990000.0
2007-04-30,12.98,13.0,12.78,12.91,,304027.0,,,,3920000.0
2007-03-31,11.42,11.99,11.42,11.91,,225893.0,,,,2690000.0
2007-02-28,10.3,11.05,10.15,10.78,,321864.0,,,,3470000.0
2007-01-31,9.81,9.92,9.71,9.85,,78361.0,,,,771856.0
2006-12-31,9.21,9.51,9.21,9.23,,154934.0,,,,1430000.0
2006-11-30,8.8,8.96,8.8,8.93,,75265.0,,,,672116.0
2006-10-31,8.65,8.95,8.65,8.93,,203000.0,,,,1810000.0
2006-09-30,8.59,8.59,8.41,8.45,,47661.0,,,,402735.0
2006-08-31,7.72,7.79,7.7,7.71,,64786.0,,,,499500.0
2006-07-31,8.6,8.67,8.5,8.5,,99709.0,,,,847527.0
2006-06-30,7.6,7.7,7.53,7.56,,72614.0,,,,548962.0
2006-05-31,8.18,8.35,7.91,8.35,,92770.0,,,,774630.0
2006-04-30,9.55,9.57,9.35,9.41,,111876.0,,,,1050000.0
2006-03-31,10.12,10.2,10.07,10.17,,65437.0,,,,665494.0
2006-02-28,9.26,9.38,9.2,9.27,,69524.0,,,,644487.0
2006-01-31,8.31,8.34,8.26,8.31,,95332.0,,,,792209.0
2005-12-31,8.09,8.09,7.92,7.96,,28045.0,,,,223238.0
2005-11-30,7.5,7.52,7.45,7.5,,53106.0,,,,398295.0
2005-10-31,6.57,6.64,6.55,6.6,,62938.0,,,,415391.0
2005-09-30,6.5,6.64,6.5,6.64,,0.0,,,,0.0
2005-08-31,6.52,6.55,6.23,6.4,,0.0,,,,0.0
2005-07-31,6.8,6.94,6.79,6.89,,0.0,,,,0.0
2005-06-30,6.27,6.36,6.27,6.4,,0.0,,,,0.0
2005-05-31,6.16,6.49,6.15,6.28,,0.0,,,,0.0
2005-04-30,6.15,6.21,6.11,6.2,,0.0,,,,0.0
2005-03-31,6.3,6.37,6.2,6.26,,0.0,,,,0.0
2005-02-28,6.71,6.84,6.6,6.65,,0.0,,,,0.0
2005-01-31,,,,7.09,,0.0,,,,0.0
2004-12-31,,,,7.16,,0.0,,,,0.0
2004-11-30,7.34,7.34,7.23,7.32,,0.0,,,,0.0
2004-10-31,5.75,5.8,5.7,5.8,,0.0,,,,0.0
2004-09-30,6.23,6.28,6.14,6.17,,0.0,,,,0.0
2004-08-31,5.58,5.59,5.5,5.51,,0.0,,,,0.0
2004-07-31,6.5,6.5,6.34,6.46,,0.0,,,,0.0
2004-06-30,7.12,7.25,6.99,7.1,,0.0,,,,0.0
2004-05-31,7.169,7.169,7.021,7.16,,0.0,,,,0.0
2004-04-30,7.66,7.74,7.6,7.74,,0.0,,,,0.0
2004-03-31,7.51,7.69,7.5,7.52,,0.0,,,,0.0
2004-02-29,8.633,8.96,8.623,9.03,,0.0,,,,0.0
2004-01-31,8.82,8.93,8.79,8.8,,0.0,,,,0.0
2003-12-31,7.35,7.4,7.33,7.33,,0.0,,,,0.0
2003-11-30,7.51,7.55,7.39,7.49,,0.0,,,,0.0
2003-10-31,7.28,7.32,7.26,7.29,,0.0,,,,0.0
2003-09-30,7.15,7.29,7.03,7.09,,0.0,,,,0.0
2003-08-31,7.56,7.63,7.46,7.46,,0.0,,,,0.0
2003-07-31,7.89,7.89,7.3,7.5,,0.0,,,,0.0
2003-06-30,6.55,6.75,6.52,6.6,,0.0,,,,0.0
2003-05-31,4.81,4.89,4.8,4.85,,0.0,,,,0.0
2003-04-30,3.99,3.99,3.81,3.9,,0.0,,,,0.0
2003-03-31,2.85,2.85,2.65,2.66,,0.0,,,,0.0
2003-02-28,2.71,2.73,2.63,2.63,,0.0,,,,0.0
2003-01-31,2.87,2.97,2.86,2.97,,0.0,,,,0.0
